계좌,종목명,보유수량,매입가(USD),어제종가(USD),평가금액(USD),수익(USD),수익률(%)
4715,브로드컴,1,400.31,378.9100036621094,378.9100036621094,-21.399996337890627,-5.345856046036978
4715,블룸 에너지,1,134.3,309.17999267578125,309.17999267578125,174.87999267578124,130.21592902143055
4715,아이온큐,90,36.0636,50.560001373291016,4550.400123596191,1304.6761235961912,40.19676730357206
4715,프리미엄 고배당 JP모건 ETF,14,54.9878,56.06999969482422,784.9799957275391,15.150795727539062,1.9680723630045551
4715,엔비디아,59,214.6191,195.74000549316406,11548.66032409668,-1113.8665759033206,-8.796558417603997
4715,미국 배당주 슈왑 ETF,30,24.0333,31.959999084472656,958.7999725341797,237.80097253417966,32.98215011867973
4715,미국 반도체 3배 디렉시온 ETF,81,185.7585,252.61000061035156,20461.410049438477,5414.971549438476,35.98839386103547
4715,스페이스X,95,152.3508,153.0,14535.0,61.67400000000072,0.4261218188549109
5477,메타 플랫폼스(페이스북),5,667.32,542.8699951171875,2714.3499755859375,-622.2500244140628,-18.64922449241931
5477,마이크론 테크놀로지,13,1011.0,1213.56005859375,15776.28076171875,2633.28076171875,20.035614104228486
5477,미국 반도체 인버스 3배 디렉시온 ETF,18,5.63,3.630000114440918,65.34000205993652,-35.99999794006347,-35.52397665291443
9999,알파벳 A,59,335.3411,343.7099914550781,20278.88949584961,493.7645958496104,2.495635475364679
9999,마이크론 테크놀로지,10,1010.0,1213.56005859375,12135.6005859375,2035.6005859375,20.154461246905942
9999,나스닥 100 인베스코 ETF,3,253.15,294.8800048828125,884.6400146484375,125.19001464843748,16.484299775948053
9999,스페이스X,13,151.51,153.0,1989.0,19.37000000000012,0.983433436736855
9999,QQQ 레버리지 3배 프로셰어즈 ETF,20,21.845,74.94999694824219,1498.9999389648438,1062.0999389648437,243.0990933771673
6589,AST 스페이스모바일,4,120.1725,65.62000274658203,262.4800109863281,-218.20998901367187,-45.39515883702009
6589,알파벳 A,5,310.18,343.7099914550781,1718.5499572753906,167.6499572753906,10.809849588973536
6589,미국 반도체 인버스 3배 디렉시온 ETF,64,5.63,3.630000114440918,232.32000732421875,-127.99999267578124,-35.52397665291443
4597,스페이스X,5,151.15,153.0,765.0,9.249999999999972,1.223949718822358
