account,name,quantity,buy_price,close_price,valuation,profit,profit_rate,date
4715,삼성전자,10,270000.0,322500.0,3225000.0,525000.0,19.444444444444446,2026-06-12
4715,LG화학,5,800000.0,345000.0,1725000.0,-2275000.0,-56.875,2026-06-12
4715,네이버,20,380000.0,247000.0,4940000.0,-2660000.0,-35.0,2026-06-12
