계좌,종목명,보유수량,매입가(USD),어제종가(USD),평가금액(USD),수익(USD),수익률(%)
4715,브로드컴,1,400.31,392.1300048828125,392.1300048828125,-8.179995117187502,-2.0434151325691343
4715,블룸 에너지,1,134.3,345.8500061035156,345.8500061035156,211.5500061035156,157.5204810897361
4715,아이온큐,90,36.0636,58.31999969482422,5248.79997253418,2003.0759725341795,61.71430388209779
4715,프리미엄 고배당 JP모건 ETF,14,54.9878,56.06999969482422,784.9799957275391,15.150795727539062,1.9680723630045551
4715,엔비디아,59,214.6191,208.64999389648438,12310.349639892578,-352.17726010742206,-2.7812557705794254
4715,미국 배당주 슈왑 ETF,30,24.0333,31.889999389648438,956.6999816894531,235.7009816894531,32.690888848591065
4715,미국 반도체 3배 디렉시온 ETF,71,178.7442,300.7699890136719,21354.669219970703,8663.831019970703,68.26839081417572
4715,미국 반도체 인버스 3배 디렉시온 ETF,605,11.5058,3.299999952316284,1996.499971151352,-4964.509028848648,-71.3188135347713
5477,메타 플랫폼스(페이스북),5,667.32,563.8499755859375,2819.2498779296875,-517.3501220703128,-15.505308459818758
5477,마이크론 테크놀로지,13,1011.0,1211.3800048828125,15747.940063476562,2604.9400634765625,19.819980700574927
5477,미국 반도체 인버스 3배 디렉시온 ETF,18,5.63,3.299999952316284,59.399999141693115,-41.94000085830688,-41.38543601569655
9999,알파벳 A,59,335.3411,349.67999267578125,20631.119567871094,845.9946678710947,4.2759126977818305
9999,마이크론 테크놀로지,10,1010.0,1211.3800048828125,12113.800048828125,2013.800048828125,19.93861434483292
9999,나스닥 100 인베스코 ETF,3,253.15,303.8999938964844,911.6999816894531,152.2499816894531,20.047400314629414
9999,QQQ 레버리지 3배 프로셰어즈 ETF,20,21.845,82.58000183105469,1651.6000366210938,1214.7000366210937,278.02701685078824
6589,AST 스페이스모바일,4,120.1725,73.19000244140625,292.760009765625,-187.929990234375,-39.095880969933845
6589,알파벳 A,5,310.18,349.67999267578125,1748.3999633789062,197.49996337890622,12.734538872841977
6589,미국 반도체 인버스 3배 디렉시온 ETF,64,5.63,3.299999952316284,211.1999969482422,-149.1200030517578,-41.38543601569655
